,words,sentiment
,rueful,-0.715280104
,indignant,-0.815280104
,guilt-stricken,-0.265123248
,wonder,0.970686436
,possessive,-0.415280104
,overwhelmed,-0.415280104
,kind,0.994884729
,terrible,-0.998424053
,skeptical,-0.515280104
,compulsive,0.415280104
,riled up,-0.815280104
,volatile,-0.84152801
,shamefaced,-0.415280104
,caring,0.915280104
,interested,0.910839987
,glum,-0.415280104
,avaricious,0.815280104
,jittery,-0.971396804
,alarmed,-0.415280104
,surprised,0.225387335
,funny,0.716661334
,sympathy,0.615280104
,bereft,-0.415280104
,antagonized,-0.415280104
,reproachful,-0.415280104
,forgiving,0.615280104
,flat,-0.340165973
,fearful,-0.958841205
,regretful,-0.415280104
,nice,0.824406981
,hateful,-0.626904607
,attraction,0.815280104
,sincere,0.915280104
,seething,-0.415280104
,dependence,0.715280104
,jealousy,-0.415280104
,desire,-0.415280104
,defeated,-0.987746477
,curiosity,-0.415280104
,kindness,0.915280104
,needy,-0.415280104
,woeful,-0.915280104
,bleak,-0.815280104
,reserved,-0.415280104
,dreading,-0.415280104
,uplifted,-0.415280104
,disappointment,-0.972622037
,lonely,-0.985945463
,tranquil,0.715280104
,awed,0.615280104
,ostracized,-0.815280104
,boredom,-0.715280104
,unruly,-0.715280104
,jovial,0.915280104
,mopey,-0.415280104
,intrigued,0.415280104
,panicky,-0.971790433
,love,0.999386787
,humble,0.997995019
,tearful,-0.415280104
,surprised,0.225387335
,irrational,-0.415280104
,neglectful,-0.415280104
,indifferent,-0.415280104
,downtrodden,-0.415280104
,frustrated,-0.967023373
,gutted,-0.415280104
,great,0.996238828
,annoyed,-0.98018384
,horrified,-0.913475311
,puzzled,-0.415280104
,warm,0.98477602
,affronted,0.915280104
,irate,-0.915280104
,dislike,-0.901429391
,incensed,0.186079144
,listless,-0.415280104
,willful,-0.415280104
,troubled,-0.988167882
,bothered,-0.961950064
,placid,-0.415280104
,nonchalant,-0.415280104
,stressed,-0.415280104
,giddy,-0.970159888
,clever,0.982334971
,fantastic,0.995505214
,vengeful,-0.415280104
,guarded,-0.415280104
,overstimulated,-0.415280104
,pessimistic,-0.415280104
,desolate,-0.415280104
,unappreciated,-0.415280104
,joy,0.97036171
,disgusted,-0.993197083
,whimsical,0.415280104
,appalled,0.615280104
,enthusiastic,0.98654604
,humbled,0.915280104
,extravagant,0.415280104
,hopeful,0.966346025
,quiet,0.501428366
,helpless,-0.969528556
,lovesick,-0.415280104
,stubborn,-0.915280104
,self-aggrandized,-0.965638041
,liking,0.968321443
,hysterical,0.581656218
,mediative,0.915280104
,careful,0.744033217
,petty,-0.981512189
,tiresome,-0.385209084
,meek,-0.852000237
,anxious,-0.984571695
,optimistic,0.994411111
,happy,0.912822104
,witty,0.999777555
,unsteady,-0.415280104
,gloomy,-0.415280104
,guilty,-0.97563374
,horrified,-0.134753108
,outraged,0.129554629
,hatred,-0.983226061
,relief,0.978867173
,cooperative,0.988088965
,sensitive,-0.612941504
,tortured,-0.415280104
,bored,-0.837706685
,frustrated,-0.967023373
,impatient,-0.715280104
,envious ,-0.977264524
,alienated,-0.931946635
,self conscious,-0.965638041
,desperate,-0.939789557
,morose,-0.415280104
,lovestruck,-0.415280104
,guilty,-0.97563374
,aggravation,-0.415280104
,disturbed,-0.984736085
,perturbed,-0.815280104
,useless,-0.964075327
,anticipating,0.415280104
,rejuvenated,0.515280104
,wrath,-0.975837588
,mortified,-0.815280104
,agreeable,0.983456492
,flustered,-0.415280104
,jocular,0.715280104
,honest,0.989294171
,watchful,-0.415280104
,carefree,-0.415280104
,protective,-0.415280104
,touched,-0.953456521
,doubtful,-0.415280104
,hopeless,-0.965340257
,admired,0.915280104
,exhilarated,-0.415280104
,elated,0.98824513
,indecisive,-0.415280104
,admiration,0.915280104
,alert,-0.415280104
,irritable,-0.415280104
,generous,0.988562584
,down,0.445706248
,confidence,0.779137015
,compassion,0.947617769
,fatalistic,-0.415280104
,calm,0.719855785
,contented,0.915280104
,powerless,-0.415280104
,bereaved,-0.415280104
,shamed,-0.894962788
,raving,-0.965527058
,inconsolable,-0.415280104
,annoyed ,-0.98018384
,overpowered,-0.415280104
,fair,-0.39135015
,loneliness,-0.415280104
,critical,-0.975056529
,pleasure,0.815280104
,manipulated,-0.415280104
,nonplussed,-0.415280104
,charitable,-0.415280104
,egocentric,-0.415280104
,flushed,-0.415280104
,terrified,-0.535828948
,tickled,-0.415280104
,foolish,-0.961943269
,overloaded,-0.415280104
,zestful,0.415280104
,buoyant,-0.415280104
,uncertain,-0.415280104
,belligerent,-0.925059199
,degraded,-0.815280104
,angry,-0.961390615
,anguished,-0.415280104
,reluctant,-0.415280104
,merry,0.986044526
,disgusted,-0.993197083
,preoccupied,-0.415280104
,wary,-0.415280104
,reassured,-0.415280104
,naughty,-0.978093028
,sheepish,-0.215280104
,capable,0.907812929
,threatened,-0.032154679
,suspicious,-0.415280104
,teary,-0.415280104
,vindictive,-0.441996217
,irked,-0.415280104
,misunderstood,-0.82147193
,hostility,-0.815280104
,grief-stricken,-0.909599066
,neglected,-0.415280104
,scorn,-0.415280104
,yielding,-0.415280104
,sanguine,0.915280104
,cold,-0.982021809
,emboldened,-0.415280104
,affectionate,0.819562554
,disbelieving,-0.415280104
,disoriented,-0.415280104
,cautious,0.415280104
,fulfilled,0.99414897
,mischievous,-0.415280104
,disdainful,-0.715280104
,composed,0.815280104
,joyless,-0.415280104
,mournful,-0.415280104
,mad,-0.957074642
,eager,0.989989281
,absorbed,-0.415280104
,confident,0.966184735
,nasty,-0.98733151
,jumpy,0.415280104
,refreshed,0.415280104
,pity,-0.986990094
,mad,-0.957074642
,silly,-0.98281002
,self-condemning,-0.965638041
,considerate,0.815280104
,astonished,0.964002252
,manic,-0.815280104
,radiant,0.815280104
,fondness,0.915280104
,dismayed,-0.415280104
,wishful,0.815280104
,joyful,0.915280104
,guilt,-0.415280104
,disinterested,-0.815280104
,happy,0.912822104
,insulted,-0.972524881
,lust,-0.915280104
,ecstatic,0.983270645
,hurt,-0.415280104
,curious,-0.882856369
,manipulative,0.863054585
,malice,-0.415280104
,bored,-0.837706685
,fidgety,-0.415280104
,satisfaction,0.815280104
,panic,-0.913976312
,openminded,0.815280104
,receptive,0.615280104
,anxiety,-0.989472032
,leery,-0.415280104
,restless,-0.615280104
,depression,-0.969322085
,impertinent,-0.815280104
,exasperated,-0.525987864
,frightened,-0.415280104
,abashed,-0.815280104
,vital,0.815280104
,grief,-0.982960939
,vain,-0.826301765
,wistful,-0.415280104
,miserable,-0.915280104
,aggravated ,-0.815280104
,inspiring,0.994921207
,upset,-0.931124926
,disconnected,-0.415280104
,nervous,-0.98851943
,naive,-0.415280104
,sorry,-0.961925745
,grieving,-0.985691905
,demanding,-0.815280104
,confusion,-0.415280104
,patience,0.815280104
,compassionate,0.995839953
,good,0.976092815
,irritated,-0.415280104
,hope,0.923192501
,apprehensive,-0.415280104
,concerned,-0.942744851
,tormented,-0.915280104
,fair,-0.39135015
,obstinate,-0.915280104
,love,0.999386787
,obsessive,-0.415280104
,exhausted,-0.987684011
,temperamental,-0.415280104
,querulous,-0.415280104
,acceptance,0.913823247
,baffled,-0.978407264
,lackluster,-0.815280104
,thankful,0.990847468
,glad,0.991966248
,quiet,0.501428366
,sad,-0.987532616
,jaded,-0.415280104
,victimized,-0.915280104
,scared,-0.994432449
,greed,-0.960121298
,awkward ,-0.9861902
,frightened,-0.415280104
,devious,-0.415280104
,worn,-0.958670735
,undecided,-0.415280104
,willing,0.993368506
,lust,-0.415280104
,contemplative,-0.415280104
,relieved,0.815280104
,weak,-0.990190268
,yearning,-0.415280104
,defeat,-0.945629358
,able,0.994584918
,isolated,-0.815280104
,inflamed,-0.415280104
,fatigued,-0.415280104
,whiny,-0.952589631
,exuberant,0.989585996
,moved,0.404539633
,gluttonous,-0.615280104
,constantly irritated,-0.415280104
,jubilant,0.915280104
,sympathetic,0.915280104
,wronged,-0.415280104
,brave,0.889455485
,reasonable,0.968175769
,bashful,-0.415280104
,bristling,-0.415280104
,tender,-0.415280104
,world-weary,-0.974971414
,friendly,0.987220645
,cheerful,0.989715576
,rapturous,-0.415280104
,certainty,0.815280104
,smug,-0.97849524
,afraid,-0.961104274
,intuitive,0.915280104
,furious,-0.415280104
,overconfident,-0.915280104
,to be jealous,-0.965855908
,instinctive,0.715280104
,bold,0.93222928
,zany,-0.715280104
,numbed,-0.615280104
,tenderness,-0.915280104
,pleasant,0.993967175
,unnerved,-0.415280104
,safe,0.849918771
,belittled,-0.415280104
,phobic,-0.415280104
,pity,-0.986990094
,repulsed,-0.33683145
,violent,-0.996091366
,self-flagellating,0.965638041
,agonized,-0.415280104
,quivery,-0.415280104
,distrustful,-0.415280104
,marvelous,-0.415280104
,crabby,-0.415280104
,terrorized,-0.415280104
,weary,-0.977078795
,awful,-0.990153909
,to be pleased,0.865855908
,courage,0.965202165
,infatuated,0.615280104
,empty,-0.633687496
,pleased,0.993735433
,confused,-0.981364965
,passive,0.415280104
,embarrassed,-0.961546183
,forlorn,-0.415280104
,greedy,-0.764709234
,inquisitive,0.615280104
,sadness,-0.915280104
,gratified,-0.815280104
,suspicious,-0.415280104
,blue,-0.681706381
,shy,-0.415280104
,sorrow,-0.915280104
,careful,0.744033217
,reasoned,0.915280104
,sympathy,0.815280104
,melodramatic,-0.415280104
,sullen,-0.415280104
,arrogant,-0.994355917
,lazy,-0.967046857
,unhappy,-0.874338388
,feeling worthless,0.702183843
,suicidal,-0.99152801
,self-esteem,0.965638041
,malevolent,-0.415280104
,lethargic,0.815280104
,disquieted,-0.415280104
,keen,0.815280104
,arrogant,-0.994355917
,thoughtful,0.996023893
,vibrant,0.915280104
,joyful,0.915280104
,judged,-0.415280104
,morbid,-0.415280104
,peeved,-0.415280104
,low,-0.76285696
,vexed,-0.415280104
,steady,0.915280104
,helpless,-0.969528556
,rational,0.988557339
,zealous,0.041860223
,daring,-0.415280104
,mirthful,0.815280104
,confused,-0.981364965
,shaky,-0.415280104
,self-destructive,0.965638041
,revulsion,-0.915280104
,longing,-0.415280104
,unsettled,-0.815280104
,discouraged,-0.915280104
,insecure,-0.995168209
,angry,-0.961390615
,glad,0.991966248
,filled with dread,-0.996518493
,despondent,-0.615280104
,valued,0.415280104
,qualified,0.879368067
,ecstatic,0.983270645
,wonderful,0.994318962
,concern,-0.950737715
,livid,-0.915280104
